Time	 Wall Temp	 Sample Temp
2026-04-30 12:48:23.800462	 294.875	 295.1639
2026-04-30 12:48:24.853341	 295.0953	 295.098
2026-04-30 12:48:25.893610	 295.1505	 294.8451
2026-04-30 12:48:26.931150	 294.908	 295.1639
2026-04-30 12:48:27.953180	 295.21	 294.8649
2026-04-30 12:48:28.975725	 295.1688	 295.098
2026-04-30 12:48:30.015266	 295.0777	 295.2299
2026-04-30 12:48:31.037422	 295.1064	 294.7131
2026-04-30 12:48:32.059866	 294.9301	 294.8671
2026-04-30 12:48:33.083807	 295.0513	 295.131
2026-04-30 12:48:34.122558	 295.2012	 295.1288
2026-04-30 12:48:35.161913	 295.2129	 295.4498
2026-04-30 12:48:36.201882	 295.2981	 295.5378
2026-04-30 12:48:37.238719	 295.1284	 295.021
2026-04-30 12:48:38.278132	 295.1835	 295.054
2026-04-30 12:48:39.314546	 295.3158	 295.2519
2026-04-30 12:48:40.337682	 295.2981	 295.1727
2026-04-30 12:48:41.377208	 295.2129	 295.142
2026-04-30 12:48:42.414522	 295.21	 295.109
2026-04-30 12:48:43.437131	 295.3488	 295.4058
2026-04-30 12:48:44.459856	 295.1945	 294.8451
2026-04-30 12:48:45.484018	 295.1174	 295.153
2026-04-30 12:48:46.522562	 295.1924	 295.1112
2026-04-30 12:48:47.559843	 295.3304	 295.4498
2026-04-30 12:48:48.590175	 295.2012	 295.087
2026-04-30 12:48:49.622061	 295.2607	 295.2739
2026-04-30 12:48:50.708641	 295.2166	 295.5048
2026-04-30 12:48:51.797023	 295.351	 295.2607
2026-04-30 12:48:52.849871	 295.4186	 295.131
2026-04-30 12:48:53.903882	 295.2893	 295.5378
2026-04-30 12:48:54.925735	 295.4149	 295.4058
2026-04-30 12:48:55.949445	 295.1945	 295.6477
2026-04-30 12:48:56.987525	 295.2937	 295.4058
2026-04-30 12:48:58.011362	 295.4039	 295.1024
2026-04-30 12:48:59.050232	 295.4333	 295.4168
2026-04-30 12:49:00.087868	 295.3687	 295.2959
2026-04-30 12:49:01.109822	 295.3708	 295.5708
2026-04-30 12:49:02.132292	 295.5031	 295.2189
2026-04-30 12:49:03.155487	 295.4149	 295.6257
2026-04-30 12:49:04.177458	 295.4833	 295.3927
2026-04-30 12:49:05.204376	 295.4921	 295.5048
2026-04-30 12:49:06.240009	 295.4127	 295.4388
2026-04-30 12:49:07.277707	 295.481	 295.4608
2026-04-30 12:49:08.302125	 295.459	 295.3509
2026-04-30 12:49:09.339181	 295.6464	 295.1639
2026-04-30 12:49:10.363169	 295.5009	 295.6213
2026-04-30 12:49:11.400865	 295.7272	 295.3839
2026-04-30 12:49:12.439819	 295.3951	 295.5488
2026-04-30 12:49:13.476967	 295.5362	 295.5708
2026-04-30 12:49:14.501099	 295.6574	 295.6917
2026-04-30 12:49:15.539661	 295.5251	 295.6367
2026-04-30 12:49:16.576556	 295.3892	 295.8061
2026-04-30 12:49:17.632911	 295.5714	 295.8347
2026-04-30 12:49:18.671922	 295.3488	 295.7577
2026-04-30 12:49:19.725550	 295.5912	 295.4718
2026-04-30 12:49:20.748371	 295.5472	 295.5488
2026-04-30 12:49:21.786463	 295.6067	 295.4718
2026-04-30 12:49:22.840770	 295.448	 295.6697
2026-04-30 12:49:23.895572	 295.5978	 295.5707
2026-04-30 12:49:24.918564	 295.7566	 295.7247
2026-04-30 12:49:25.942839	 295.5031	 295.6587
2026-04-30 12:49:26.980823	 295.5031	 295.8347
2026-04-30 12:49:28.019231	 295.6155	 295.7885
2026-04-30 12:49:29.056808	 295.4186	 295.7357
2026-04-30 12:49:30.079974	 295.5978	 295.8677
2026-04-30 12:49:31.103808	 295.5582	 295.7906
2026-04-30 12:49:32.141718	 295.5251	 295.6257
2026-04-30 12:49:33.179053	 295.8006	 295.7687
2026-04-30 12:49:34.201119	 295.5802	 295.6829
2026-04-30 12:49:35.225230	 295.6096	 295.6477
2026-04-30 12:49:36.247524	 295.5891	 295.8126
2026-04-30 12:49:37.271073	 295.5472	 295.8896
2026-04-30 12:49:38.307692	 295.6904	 295.8236
2026-04-30 12:49:39.331668	 295.5912	 295.7467
2026-04-30 12:49:40.352816	 295.5362	 295.7709
2026-04-30 12:49:41.377225	 295.6537	 295.5268
2026-04-30 12:49:42.414757	 295.6243	 295.5158
2026-04-30 12:49:43.438004	 295.6904	 295.7906
2026-04-30 12:49:44.540040	 295.8888	 295.6038
2026-04-30 12:49:45.580212	 295.6772	 295.9556
2026-04-30 12:49:46.638761	 295.4333	 295.8853
2026-04-30 12:49:47.673490	 295.6596	 295.7906
2026-04-30 12:49:48.711573	 295.6464	 295.8456
2026-04-30 12:49:49.749416	 295.6904	 295.7687
2026-04-30 12:49:50.772230	 295.6794	 296.0546
2026-04-30 12:49:51.795208	 295.7918	 295.9028
2026-04-30 12:49:52.833209	 295.7418	 295.9886
2026-04-30 12:49:53.887779	 295.5979	 296.1315
2026-04-30 12:49:54.912300	 295.7125	 296.0106
2026-04-30 12:49:55.950117	 295.481	 295.9446
2026-04-30 12:49:56.988556	 295.6133	 296.0765
2026-04-30 12:49:58.027151	 295.8094	 295.8853
2026-04-30 12:49:59.065896	 295.8741	 296.1095
2026-04-30 12:50:00.102480	 295.7301	 295.8786
2026-04-30 12:50:01.124876	 295.7455	 296.1315
2026-04-30 12:50:02.149125	 295.6794	 295.8127
2026-04-30 12:50:03.171530	 295.9438	 296.0106
2026-04-30 12:50:04.211687	 295.9152	 296.0259
2026-04-30 12:50:05.248082	 295.6831	 296.0326
2026-04-30 12:50:06.272906	 295.8271	 295.6917
2026-04-30 12:50:07.309855	 295.6464	 295.7467
2026-04-30 12:50:08.333536	 295.8447	 295.7467
2026-04-30 12:50:09.373105	 295.8006	 295.8786
2026-04-30 12:50:10.411146	 295.83	 295.9732
2026-04-30 12:50:11.449694	 296.0562	 296.1865
2026-04-30 12:50:12.504181	 295.8998	 296.1425
2026-04-30 12:50:13.543361	 295.8227	 296.1645
2026-04-30 12:50:14.581331	 295.8337	 296.0546
2026-04-30 12:50:15.622434	 295.8535	 296.2195
2026-04-30 12:50:16.657178	 295.8594	 296.0524
2026-04-30 12:50:17.681516	 295.8359	 296.0875
2026-04-30 12:50:18.783396	 295.8998	 295.8127
2026-04-30 12:50:19.822467	 295.9659	 296.0765
2026-04-30 12:50:20.877717	 295.8447	 295.8896
2026-04-30 12:50:21.915085	 295.7566	 296.0787
2026-04-30 12:50:22.937444	 295.9475	 296.1315
2026-04-30 12:50:23.960063	 295.9417	 295.9776
2026-04-30 12:50:24.983605	 296.0872	 295.9776
2026-04-30 12:50:26.022281	 295.9659	 296.3844
2026-04-30 12:50:27.060593	 295.9659	 296.1095
2026-04-30 12:50:28.098662	 295.9505	 295.9908
2026-04-30 12:50:29.122907	 295.7272	 296.2744
2026-04-30 12:50:30.161305	 295.9505	 296.0325
2026-04-30 12:50:31.199611	 295.999	 296.0106
2026-04-30 12:50:32.236848	 295.8998	 295.9666
2026-04-30 12:50:33.260736	 296.01	 296.3294
2026-04-30 12:50:34.298558	 295.9769	 295.9556
2026-04-30 12:50:35.371183	 295.9505	 296.2964
2026-04-30 12:50:36.425588	 295.8777	 296.0546
2026-04-30 12:50:37.463518	 295.9218	 296.2525
2026-04-30 12:50:38.501219	 295.9769	 296.3404
2026-04-30 12:50:39.525700	 295.8712	 296.2085
2026-04-30 12:50:40.563640	 296.0504	 296.3514
2026-04-30 12:50:41.601373	 295.8888	 296.2195
2026-04-30 12:50:42.640114	 295.9769	 296.3184
2026-04-30 12:50:43.678194	 295.8557	 296.6483
2026-04-30 12:50:44.701557	 295.9218	 296.0985
2026-04-30 12:50:45.772467	 295.9329	 296.3426
2026-04-30 12:50:46.809738	 296.021	 296.1535
2026-04-30 12:50:47.865344	 296.0122	 296.3074
2026-04-30 12:50:48.903226	 295.9108	 296.2415
2026-04-30 12:50:49.926712	 296.0872	 296.3294
2026-04-30 12:50:50.964705	 296.0651	 296.1755
2026-04-30 12:50:51.986910	 296.0563	 296.3426
2026-04-30 12:50:53.010184	 295.9769	 296.3734
2026-04-30 12:50:54.032594	 296.0298	 296.3624
2026-04-30 12:50:55.055535	 296.1973	 296.6812
2026-04-30 12:50:56.079487	 296.0981	 296.4064
2026-04-30 12:50:57.117373	 296.1973	 296.1865
2026-04-30 12:50:58.156873	 295.9946	 296.3778
2026-04-30 12:50:59.195190	 295.9476	 296.1755
2026-04-30 12:51:00.233724	 296.0387	 296.4504
2026-04-30 12:51:01.270234	 296.1202	 296.4174
2026-04-30 12:51:02.295552	 296.0541	 296.4064
2026-04-30 12:51:03.333156	 296.0915	 296.1535
2026-04-30 12:51:04.371423	 296.0357	 296.5097
2026-04-30 12:51:05.409917	 296.1092	 296.4614
2026-04-30 12:51:06.433636	 296.1863	 296.4614
2026-04-30 12:51:07.470277	 296.3296	 296.1205
2026-04-30 12:51:08.495463	 296.01	 296.5164
2026-04-30 12:51:09.533605	 296.0739	 296.3734
2026-04-30 12:51:10.571078	 296.2414	 296.4834
2026-04-30 12:51:11.594122	 296.1533	 296.4174
2026-04-30 12:51:12.632671	 296.0981	 296.2964
2026-04-30 12:51:13.670571	 296.0761	 296.2415
2026-04-30 12:51:14.693117	 296.1863	 296.0875
2026-04-30 12:51:15.764987	 295.8976	 296.5009
2026-04-30 12:51:16.803252	 296.1239	 296.5603
2026-04-30 12:51:17.858076	 296.1797	 296.7032
2026-04-30 12:51:18.896454	 296.01	 296.4174
2026-04-30 12:51:19.934516	 296.1422	 296.4724
2026-04-30 12:51:20.956147	 296.2414	 296.2415
2026-04-30 12:51:21.980978	 296.1003	 296.4658
2026-04-30 12:51:23.017799	 296.2414	 296.3734
2026-04-30 12:51:24.042213	 296.162	 296.3734
2026-04-30 12:51:25.078373	 296.1092	 296.5713
2026-04-30 12:51:26.101776	 296.2524	 296.2524
2026-04-30 12:51:27.123664	 296.1973	 296.8352
2026-04-30 12:51:28.147428	 296.0504	 296.4482
2026-04-30 12:51:29.202737	 296.1533	 296.3734
2026-04-30 12:51:30.241647	 296.1973	 296.4724
2026-04-30 12:51:31.295549	 296.2745	 296.5713
2026-04-30 12:51:32.319228	 296.1312	 296.9012
2026-04-30 12:51:33.356665	 296.1885	 296.8132
2026-04-30 12:51:34.379913	 296.1385	 296.8616
2026-04-30 12:51:35.417791	 296.259	 296.5273
2026-04-30 12:51:36.460142	 296.1533	 296.6592
2026-04-30 12:51:37.495012	 296.1973	 296.3404
2026-04-30 12:51:38.517305	 296.2304	 296.4284
2026-04-30 12:51:39.540388	 296.1797	 296.6592
2026-04-30 12:51:40.564027	 296.212	 296.5449
2026-04-30 12:51:41.602199	 296.2502	 296.5603
2026-04-30 12:51:42.640163	 296.2083	 296.6373
2026-04-30 12:51:43.663143	 296.2744	 296.5714
2026-04-30 12:51:44.686322	 296.1312	 296.7582
2026-04-30 12:51:45.741387	 296.215	 296.8
2026-04-30 12:51:46.795768	 296.1238	 296.7472
2026-04-30 12:51:47.850500	 296.2414	 296.9012
2026-04-30 12:51:48.888331	 296.2304	 296.6592
2026-04-30 12:51:49.911272	 296.1312	 296.5273
2026-04-30 12:51:50.949946	 296.3736	 296.5823
2026-04-30 12:51:51.987142	 296.2238	 296.6241
2026-04-30 12:51:53.011051	 296.2708	 296.8902
2026-04-30 12:51:54.048184	 296.4089	 296.7692
2026-04-30 12:51:55.070966	 296.2414	 296.7692
2026-04-30 12:51:56.111561	 296.3185	 296.6813
2026-04-30 12:51:57.150252	 296.4177	 296.7802
2026-04-30 12:51:58.204212	 296.2561	 296.6681
2026-04-30 12:51:59.243046	 296.1356	 296.7582
2026-04-30 12:52:00.281594	 296.3295	 296.7802
2026-04-30 12:52:01.321389	 296.1973	 296.9122
2026-04-30 12:52:02.359046	 296.4618	 296.7692
2026-04-30 12:52:03.397252	 296.259	 296.7253
2026-04-30 12:52:04.420116	 296.0945	 296.6857
2026-04-30 12:52:05.458560	 296.3472	 296.8682
2026-04-30 12:52:06.481742	 296.3185	 296.7253
2026-04-30 12:52:07.522626	 296.1643	 297.0001
2026-04-30 12:52:08.557901	 296.2303	 296.5823
2026-04-30 12:52:09.581197	 296.3031	 296.7142
2026-04-30 12:52:10.619042	 296.4471	 296.8176
2026-04-30 12:52:11.642353	 296.3384	 296.5933
2026-04-30 12:52:12.744049	 296.2194	 296.6592
2026-04-30 12:52:13.783823	 296.3846	 296.8901
2026-04-30 12:52:14.838411	 296.2414	 296.4944
2026-04-30 12:52:15.878188	 296.3913	 296.8528
2026-04-30 12:52:16.914946	 296.3883	 296.5823
2026-04-30 12:52:17.939614	 296.356	 297.0991
2026-04-30 12:52:18.975762	 296.2194	 296.8352
2026-04-30 12:52:20.030038	 296.2634	 296.7692
2026-04-30 12:52:21.085087	 296.3912	 296.7692
2026-04-30 12:52:22.124383	 296.3295	 296.6945
2026-04-30 12:52:23.147868	 296.3472	 296.8462
2026-04-30 12:52:24.186539	 296.5059	 297.0111
2026-04-30 12:52:25.226379	 296.4287	 296.9781
2026-04-30 12:52:26.263618	 296.3736	 296.9341
2026-04-30 12:52:27.301464	 296.4442	 296.7472
2026-04-30 12:52:28.340000	 296.4471	 296.8088
2026-04-30 12:52:29.362721	 296.3648	 297.0221
2026-04-30 12:52:30.386342	 296.3846	 296.7253
2026-04-30 12:52:31.424938	 296.4949	 296.7032
2026-04-30 12:52:32.462797	 296.4398	 296.8792
2026-04-30 12:52:33.486441	 296.259	 296.9012
2026-04-30 12:52:34.525118	 296.3442	 296.7736
2026-04-30 12:52:35.562108	 296.3913	 296.9451
2026-04-30 12:52:36.585286	 296.4067	 296.8682
2026-04-30 12:52:37.608157	 296.5499	 297.0661
2026-04-30 12:52:38.647386	 296.583	 296.9232
2026-04-30 12:52:39.732148	 296.5411	 297.0375
2026-04-30 12:52:40.787041	 296.3589	 296.7032
2026-04-30 12:52:41.827501	 296.453	 296.8462
2026-04-30 12:52:42.864744	 296.4728	 296.7912
2026-04-30 12:52:43.952075	 296.5389	 296.8462
2026-04-30 12:52:45.004570	 296.4794	 297.0001
2026-04-30 12:52:46.045632	 296.4177	 296.9847
2026-04-30 12:52:47.082401	 296.4177	 296.7032
2026-04-30 12:52:48.105370	 296.5169	 296.8792
2026-04-30 12:52:49.128348	 296.4838	 296.9451
2026-04-30 12:52:50.167112	 296.4398	 297.0661
2026-04-30 12:52:51.190165	 296.5852	 297.0441
2026-04-30 12:52:52.227291	 296.4618	 297.0903
2026-04-30 12:52:53.251993	 296.4265	 296.6263
2026-04-30 12:52:54.289945	 296.561	 297.11
2026-04-30 12:52:55.327946	 296.561	 297.0661
2026-04-30 12:52:56.352235	 296.4287	 297.1431
2026-04-30 12:52:57.389878	 296.5588	 297.319
2026-04-30 12:52:58.428216	 296.4765	 297.0287
2026-04-30 12:52:59.451068	 296.4442	 297.1981
2026-04-30 12:53:00.488145	 296.6051	 297.231
2026-04-30 12:53:01.512870	 296.594	 296.8902
2026-04-30 12:53:02.550378	 296.6271	 297.0551
2026-04-30 12:53:03.572894	 296.5587	 297.0991
2026-04-30 12:53:04.596866	 296.5793	 297.0023
2026-04-30 12:53:05.636507	 296.356	 296.9451
2026-04-30 12:53:06.720834	 296.583	 297.0441
2026-04-30 12:53:07.775519	 296.5279	 296.9781
2026-04-30 12:53:08.830022	 296.561	 296.8902
2026-04-30 12:53:09.855634	 296.594	 297.319
2026-04-30 12:53:10.892055	 296.5588	 297.1321
2026-04-30 12:53:11.929550	 296.6822	 297.4289
2026-04-30 12:53:12.955312	 296.605	 297.319
2026-04-30 12:53:13.991159	 296.6822	 297.297
2026-04-30 12:53:15.014722	 296.6205	 297.0331
2026-04-30 12:53:16.054963	 296.3002	 297.3102
2026-04-30 12:53:17.093571	 296.6205	 296.9891
2026-04-30 12:53:18.131201	 296.5279	 296.9012
2026-04-30 12:53:19.170915	 296.561	 297.0551
2026-04-30 12:53:20.211336	 296.5941	 297.1321
2026-04-30 12:53:21.245918	 296.594	 297.1981
2026-04-30 12:53:22.272811	 296.594	 297.0463
2026-04-30 12:53:23.307038	 296.5411	 296.8682
2026-04-30 12:53:24.329963	 296.3846	 297.297
2026-04-30 12:53:25.354330	 296.5169	 296.9561
2026-04-30 12:53:26.392348	 296.6161	 296.8022
2026-04-30 12:53:27.431102	 296.5235	 297.0441
2026-04-30 12:53:28.472524	 296.5059	 297.2046
2026-04-30 12:53:29.508143	 296.6998	 297.0661
2026-04-30 12:53:30.546818	 296.583	 297.0111
2026-04-30 12:53:31.585778	 296.6822	 297.1761
2026-04-30 12:53:32.623499	 296.6051	 297.4619
2026-04-30 12:53:33.725090	 296.6969	 297.5213
2026-04-30 12:53:34.783651	 296.6646	 297.5389
2026-04-30 12:53:35.837624	 296.6932	 297.253
2026-04-30 12:53:36.873183	 296.6051	 297.0991
2026-04-30 12:53:37.896314	 296.6161	 297.4289
2026-04-30 12:53:38.919525	 296.5941	 297.264
2026-04-30 12:53:39.956849	 296.7263	 297.2222
2026-04-30 12:53:40.999332	 296.7527	 297.1761
2026-04-30 12:53:42.034100	 296.605	 297.4179
2026-04-30 12:53:43.056917	 296.5059	 297.4289
2026-04-30 12:53:44.079194	 296.7373	 297.0991
2026-04-30 12:53:45.102348	 296.5588	 297.4399
2026-04-30 12:53:46.124050	 296.8732	 297.3718
2026-04-30 12:53:47.147350	 296.5411	 297.0221
2026-04-30 12:53:48.171899	 296.6602	 297.0441
2026-04-30 12:53:49.208523	 296.594	 297.4179
2026-04-30 12:53:50.231942	 296.7042	 297.374
2026-04-30 12:53:51.269612	 296.5059	 297.275
2026-04-30 12:53:52.293382	 296.7556	 297.2838
2026-04-30 12:53:53.330401	 296.5147	 297.4069
2026-04-30 12:53:54.353604	 296.7263	 297.5499
2026-04-30 12:53:55.375857	 296.6491	 297.5279
2026-04-30 12:53:56.398428	 296.7042	 297.5939
2026-04-30 12:53:57.422955	 296.8321	 297.3409
2026-04-30 12:53:58.460175	 296.7556	 297.3365
2026-04-30 12:53:59.483627	 296.7263	 297.308
2026-04-30 12:54:00.520844	 296.55	 296.9561
2026-04-30 12:54:01.544121	 296.605	 297.4179
2026-04-30 12:54:02.568933	 296.6491	 297.275
2026-04-30 12:54:03.605616	 296.7409	 297.5301
2026-04-30 12:54:04.757924	 296.5941	 297.4289
2026-04-30 12:54:05.811709	 296.8695	 297.6598
2026-04-30 12:54:06.851554	 296.7483	 297.6268
2026-04-30 12:54:07.887550	 296.6602	 297.1981
2026-04-30 12:54:08.911417	 296.7527	 297.4839
2026-04-30 12:54:09.949050	 296.7409	 297.2134
2026-04-30 12:54:10.972829	 296.5852	 297.4509
2026-04-30 12:54:12.011394	 296.7703	 297.5279
2026-04-30 12:54:13.049837	 296.7483	 297.363
2026-04-30 12:54:14.087352	 296.8254	 297.4399
2026-04-30 12:54:15.111214	 296.7792	 297.363
2026-04-30 12:54:16.151291	 296.9173	 297.6532
2026-04-30 12:54:17.188237	 296.6381	 297.374
2026-04-30 12:54:18.226680	 296.8806	 297.374
2026-04-30 12:54:19.264354	 296.55	 297.5279
2026-04-30 12:54:20.288440	 296.7703	 297.264
2026-04-30 12:54:21.327045	 296.8321	 297.5829
2026-04-30 12:54:22.365522	 296.6822	 297.6884
2026-04-30 12:54:23.404455	 296.6822	 297.7918
2026-04-30 12:54:24.442015	 296.6712	 297.319
2026-04-30 12:54:25.463583	 296.7373	 297.6708
2026-04-30 12:54:26.487054	 296.9136	 298.0117
2026-04-30 12:54:27.510513	 296.9026	 297.4839
2026-04-30 12:54:28.612967	 296.8409	 297.7764
2026-04-30 12:54:29.649967	 296.7042	 297.5938
2026-04-30 12:54:30.705590	 296.5059	 297.6049
2026-04-30 12:54:31.759921	 296.7373	 297.5609
2026-04-30 12:54:32.799779	 296.7263	 297.5279
2026-04-30 12:54:33.838977	 296.8438	 297.4773
2026-04-30 12:54:34.876969	 296.7439	 297.3629
2026-04-30 12:54:35.915751	 296.6271	 297.5938
2026-04-30 12:54:36.956755	 296.7483	 297.8467
2026-04-30 12:54:37.992093	 296.7483	 297.8467
2026-04-30 12:54:39.014589	 296.7086	 297.5499
2026-04-30 12:54:40.054353	 296.8585	 297.662
2026-04-30 12:54:41.092700	 296.8585	 297.7038
2026-04-30 12:54:42.131402	 296.7593	 297.5939
2026-04-30 12:54:43.173053	 296.7703	 297.5169
2026-04-30 12:54:44.207972	 296.8585	 297.8797
2026-04-30 12:54:45.230830	 296.8761	 297.7588
2026-04-30 12:54:46.268932	 296.9026	 297.7939
2026-04-30 12:54:47.292429	 296.8232	 297.8137
2026-04-30 12:54:48.331110	 296.8475	 297.6708
2026-04-30 12:54:49.369514	 296.9026	 297.5718
2026-04-30 12:54:50.407828	 297.0679	 297.7148
2026-04-30 12:54:51.429948	 296.8585	 297.7368
2026-04-30 12:54:52.534470	 296.9026	 297.618
2026-04-30 12:54:53.572856	 296.8365	 297.6599
2026-04-30 12:54:54.627016	 296.9136	 297.5499
2026-04-30 12:54:55.664549	 297.0128	 297.6158
2026-04-30 12:54:56.687665	 296.8232	 297.5279
2026-04-30 12:54:57.709807	 297.1523	 297.6004
2026-04-30 12:54:58.749764	 296.9555	 297.7917
2026-04-30 12:54:59.804769	 296.9907	 297.5719
2026-04-30 12:55:00.842749	 296.8916	 297.8577
2026-04-30 12:55:01.880225	 297.0018	 297.8577
2026-04-30 12:55:02.906686	 296.9202	 297.8248
2026-04-30 12:55:03.941549	 296.785	 297.8292
2026-04-30 12:55:04.964361	 296.8849	 297.8357
2026-04-30 12:55:05.986948	 296.6822	 297.7258
2026-04-30 12:55:07.010882	 296.7373	 297.7368
2026-04-30 12:55:08.048595	 296.8916	 297.9677
2026-04-30 12:55:09.071064	 296.929	 297.9347
2026-04-30 12:55:10.095754	 296.9026	 297.4949
2026-04-30 12:55:11.134103	 296.9114	 297.8358
2026-04-30 12:55:12.172599	 296.9246	 297.9457
2026-04-30 12:55:13.211340	 297.0238	 297.9127
2026-04-30 12:55:14.248592	 296.9577	 297.8907
2026-04-30 12:55:15.272580	 297.026	 297.7148
2026-04-30 12:55:16.310313	 296.9173	 297.8555
2026-04-30 12:55:17.348484	 296.8056	 297.8907
2026-04-30 12:55:18.371211	 296.9026	 297.8138
2026-04-30 12:55:19.441243	 297.0238	 297.6708
2026-04-30 12:55:20.479771	 296.8144	 297.5829
2026-04-30 12:55:21.539451	 296.8144	 297.8577
2026-04-30 12:55:22.573410	 296.9379	 297.7411
2026-04-30 12:55:23.596839	 297.0789	 297.7478
2026-04-30 12:55:24.697901	 296.9687	 297.5939
2026-04-30 12:55:25.737854	 297.2001	 297.7368
2026-04-30 12:55:26.791924	 297.026	 297.6488
2026-04-30 12:55:27.816674	 296.976	 297.8467
2026-04-30 12:55:28.854617	 296.9379	 297.7038
2026-04-30 12:55:29.892228	 297.0238	 298.1656
2026-04-30 12:55:30.928930	 296.9797	 297.5389
2026-04-30 12:55:31.953475	 297.0348	 297.7038
2026-04-30 12:55:32.991342	 296.8937	 298.2096
2026-04-30 12:55:34.014512	 297.0789	 297.9435
2026-04-30 12:55:35.053739	 296.9996	 297.9237
2026-04-30 12:55:36.091728	 297.178	 297.7148
2026-04-30 12:55:37.129617	 297.1119	 297.7368
2026-04-30 12:55:38.153488	 297.123	 297.9127
2026-04-30 12:55:39.192829	 296.9908	 297.9787
2026-04-30 12:55:40.230452	 296.9614	 297.706
2026-04-30 12:55:41.272632	 296.9467	 297.5829
2026-04-30 12:55:42.307670	 297.0238	 298.0667
2026-04-30 12:55:43.361837	 297.178	 297.9677
2026-04-30 12:55:44.400902	 296.9731	 297.6708
2026-04-30 12:55:45.455545	 297.0348	 298.0886
2026-04-30 12:55:46.493772	 297.0084	 297.8907
2026-04-30 12:55:47.516324	 297.0789	 298.0007
2026-04-30 12:55:48.538246	 297.101	 298.0337
2026-04-30 12:55:49.563098	 297.0899	 298.0447
2026-04-30 12:55:50.601323	 296.9731	 297.9677
2026-04-30 12:55:51.691458	 296.9613	 298.0139
2026-04-30 12:55:52.740012	 297.123	 298.0886
2026-04-30 12:55:53.794714	 297.0128	 298.2975
2026-04-30 12:55:54.818403	 297.0018	 298.2316
2026-04-30 12:55:55.841353	 297.0348	 298.1656
2026-04-30 12:55:56.864783	 297.0613	 298.1436
2026-04-30 12:55:57.903065	 297.0936	 298.2514
2026-04-30 12:55:58.941379	 297.0349	 298.0447
2026-04-30 12:55:59.979549	 297.0017	 298.2866
2026-04-30 12:56:01.001365	 296.9356	 298.1876
2026-04-30 12:56:02.024556	 297.156	 297.9127
2026-04-30 12:56:03.047979	 297.0965	 298.1546
2026-04-30 12:56:04.085569	 297.1377	 298.1194
2026-04-30 12:56:05.124488	 296.9379	 298.0007
2026-04-30 12:56:06.146867	 296.9687	 298.1326
